False Positive Rate,True Positive Rate,Model
0.0,0.0,Elastic Net
0.0,0.019230769230769232,Elastic Net
0.0,0.07692307692307693,Elastic Net
0.021739130434782608,0.07692307692307693,Elastic Net
0.021739130434782608,0.1346153846153846,Elastic Net
0.03260869565217391,0.1346153846153846,Elastic Net
0.03260869565217391,0.15384615384615385,Elastic Net
0.05434782608695652,0.15384615384615385,Elastic Net
0.05434782608695652,0.17307692307692307,Elastic Net
0.08695652173913043,0.17307692307692307,Elastic Net
0.08695652173913043,0.2692307692307692,Elastic Net
0.10869565217391304,0.2692307692307692,Elastic Net
0.10869565217391304,0.36538461538461536,Elastic Net
0.13043478260869565,0.36538461538461536,Elastic Net
0.13043478260869565,0.40384615384615385,Elastic Net
0.14130434782608695,0.40384615384615385,Elastic Net
0.14130434782608695,0.4230769230769231,Elastic Net
0.15217391304347827,0.4230769230769231,Elastic Net
0.15217391304347827,0.4423076923076923,Elastic Net
0.16304347826086957,0.4423076923076923,Elastic Net
0.16304347826086957,0.4807692307692308,Elastic Net
0.17391304347826086,0.4807692307692308,Elastic Net
0.17391304347826086,0.5,Elastic Net
0.21739130434782608,0.5,Elastic Net
0.21739130434782608,0.5192307692307693,Elastic Net
0.2391304347826087,0.5192307692307693,Elastic Net
0.2391304347826087,0.5384615384615384,Elastic Net
0.2608695652173913,0.5384615384615384,Elastic Net
0.2608695652173913,0.5769230769230769,Elastic Net
0.2826086956521739,0.5769230769230769,Elastic Net
0.2826086956521739,0.5961538461538461,Elastic Net
0.30434782608695654,0.5961538461538461,Elastic Net
0.30434782608695654,0.6153846153846154,Elastic Net
0.34782608695652173,0.6153846153846154,Elastic Net
0.34782608695652173,0.6538461538461539,Elastic Net
0.40217391304347827,0.6538461538461539,Elastic Net
0.40217391304347827,0.6730769230769231,Elastic Net
0.43478260869565216,0.6730769230769231,Elastic Net
0.43478260869565216,0.6923076923076923,Elastic Net
0.4673913043478261,0.6923076923076923,Elastic Net
0.4673913043478261,0.7307692307692307,Elastic Net
0.5,0.7307692307692307,Elastic Net
0.5,0.75,Elastic Net
0.532608695652174,0.75,Elastic Net
0.532608695652174,0.7692307692307693,Elastic Net
0.5978260869565217,0.7692307692307693,Elastic Net
0.5978260869565217,0.7884615384615384,Elastic Net
0.6195652173913043,0.7884615384615384,Elastic Net
0.6195652173913043,0.8269230769230769,Elastic Net
0.6847826086956522,0.8269230769230769,Elastic Net
0.6847826086956522,0.8846153846153846,Elastic Net
0.6956521739130435,0.8846153846153846,Elastic Net
0.6956521739130435,0.9230769230769231,Elastic Net
0.717391304347826,0.9230769230769231,Elastic Net
0.717391304347826,0.9423076923076923,Elastic Net
0.8043478260869565,0.9423076923076923,Elastic Net
0.8043478260869565,0.9615384615384616,Elastic Net
0.9021739130434783,0.9615384615384616,Elastic Net
0.9021739130434783,0.9807692307692307,Elastic Net
0.9239130434782609,0.9807692307692307,Elastic Net
0.9239130434782609,1.0,Elastic Net
1.0,1.0,Elastic Net
0.0,0.0,SVM
0.0,0.019230769230769232,SVM
0.0,0.1346153846153846,SVM
0.043478260869565216,0.1346153846153846,SVM
0.043478260869565216,0.15384615384615385,SVM
0.05434782608695652,0.15384615384615385,SVM
0.05434782608695652,0.17307692307692307,SVM
0.07608695652173914,0.17307692307692307,SVM
0.07608695652173914,0.19230769230769232,SVM
0.10869565217391304,0.19230769230769232,SVM
0.10869565217391304,0.25,SVM
0.11956521739130435,0.25,SVM
0.11956521739130435,0.2692307692307692,SVM
0.13043478260869565,0.2692307692307692,SVM
0.13043478260869565,0.28846153846153844,SVM
0.14130434782608695,0.28846153846153844,SVM
0.14130434782608695,0.3076923076923077,SVM
0.16304347826086957,0.3076923076923077,SVM
0.16304347826086957,0.3269230769230769,SVM
0.1956521739130435,0.3269230769230769,SVM
0.1956521739130435,0.34615384615384615,SVM
0.22826086956521738,0.34615384615384615,SVM
0.22826086956521738,0.36538461538461536,SVM
0.25,0.36538461538461536,SVM
0.25,0.40384615384615385,SVM
0.2608695652173913,0.40384615384615385,SVM
0.2608695652173913,0.4230769230769231,SVM
0.2826086956521739,0.4230769230769231,SVM
0.2826086956521739,0.4423076923076923,SVM
0.29347826086956524,0.4423076923076923,SVM
0.29347826086956524,0.5,SVM
0.30434782608695654,0.5,SVM
0.30434782608695654,0.5192307692307693,SVM
0.32608695652173914,0.5192307692307693,SVM
0.32608695652173914,0.5384615384615384,SVM
0.33695652173913043,0.5384615384615384,SVM
0.33695652173913043,0.5769230769230769,SVM
0.358695652173913,0.5769230769230769,SVM
0.358695652173913,0.6730769230769231,SVM
0.41304347826086957,0.6730769230769231,SVM
0.41304347826086957,0.6923076923076923,SVM
0.5,0.6923076923076923,SVM
0.5,0.7115384615384616,SVM
0.5217391304347826,0.7115384615384616,SVM
0.5217391304347826,0.7307692307692307,SVM
0.5652173913043478,0.7307692307692307,SVM
0.5652173913043478,0.7692307692307693,SVM
0.5869565217391305,0.7692307692307693,SVM
0.5869565217391305,0.8076923076923077,SVM
0.6086956521739131,0.8076923076923077,SVM
0.6086956521739131,0.8269230769230769,SVM
0.6413043478260869,0.8269230769230769,SVM
0.6413043478260869,0.8461538461538461,SVM
0.6521739130434783,0.8461538461538461,SVM
0.6521739130434783,0.8846153846153846,SVM
0.7391304347826086,0.8846153846153846,SVM
0.7391304347826086,0.9423076923076923,SVM
0.8043478260869565,0.9423076923076923,SVM
0.8043478260869565,0.9615384615384616,SVM
0.8260869565217391,0.9615384615384616,SVM
0.8260869565217391,0.9807692307692307,SVM
0.9347826086956522,0.9807692307692307,SVM
0.9347826086956522,1.0,SVM
1.0,1.0,SVM
0.0,0.0,Random Forest
0.0,0.019230769230769232,Random Forest
0.0,0.038461538461538464,Random Forest
0.010869565217391304,0.038461538461538464,Random Forest
0.010869565217391304,0.09615384615384616,Random Forest
0.043478260869565216,0.09615384615384616,Random Forest
0.043478260869565216,0.19230769230769232,Random Forest
0.08695652173913043,0.19230769230769232,Random Forest
0.08695652173913043,0.25,Random Forest
0.11956521739130435,0.25,Random Forest
0.11956521739130435,0.28846153846153844,Random Forest
0.13043478260869565,0.28846153846153844,Random Forest
0.13043478260869565,0.3076923076923077,Random Forest
0.14130434782608695,0.3076923076923077,Random Forest
0.14130434782608695,0.3269230769230769,Random Forest
0.15217391304347827,0.3269230769230769,Random Forest
0.15217391304347827,0.34615384615384615,Random Forest
0.1956521739130435,0.34615384615384615,Random Forest
0.1956521739130435,0.36538461538461536,Random Forest
0.21739130434782608,0.36538461538461536,Random Forest
0.21739130434782608,0.38461538461538464,Random Forest
0.2826086956521739,0.38461538461538464,Random Forest
0.2826086956521739,0.4230769230769231,Random Forest
0.33695652173913043,0.4230769230769231,Random Forest
0.33695652173913043,0.4423076923076923,Random Forest
0.34782608695652173,0.4423076923076923,Random Forest
0.34782608695652173,0.4807692307692308,Random Forest
0.3695652173913043,0.4807692307692308,Random Forest
0.3695652173913043,0.5,Random Forest
0.41304347826086957,0.5,Random Forest
0.41304347826086957,0.5384615384615384,Random Forest
0.43478260869565216,0.5384615384615384,Random Forest
0.44565217391304346,0.5576923076923077,Random Forest
0.44565217391304346,0.5961538461538461,Random Forest
0.45652173913043476,0.5961538461538461,Random Forest
0.45652173913043476,0.6538461538461539,Random Forest
0.4673913043478261,0.6538461538461539,Random Forest
0.4673913043478261,0.6730769230769231,Random Forest
0.4782608695652174,0.6923076923076923,Random Forest
0.5,0.6923076923076923,Random Forest
0.5,0.7115384615384616,Random Forest
0.5108695652173914,0.7115384615384616,Random Forest
0.5108695652173914,0.75,Random Forest
0.6195652173913043,0.75,Random Forest
0.6304347826086957,0.7692307692307693,Random Forest
0.6521739130434783,0.7692307692307693,Random Forest
0.6521739130434783,0.7884615384615384,Random Forest
0.6630434782608695,0.7884615384615384,Random Forest
0.6630434782608695,0.8076923076923077,Random Forest
0.6956521739130435,0.8076923076923077,Random Forest
0.6956521739130435,0.8269230769230769,Random Forest
0.7391304347826086,0.8269230769230769,Random Forest
0.7391304347826086,0.8846153846153846,Random Forest
0.782608695652174,0.8846153846153846,Random Forest
0.782608695652174,0.9230769230769231,Random Forest
0.8369565217391305,0.9230769230769231,Random Forest
0.8369565217391305,0.9423076923076923,Random Forest
0.9021739130434783,0.9423076923076923,Random Forest
0.9021739130434783,0.9615384615384616,Random Forest
0.9347826086956522,0.9615384615384616,Random Forest
0.9347826086956522,0.9807692307692307,Random Forest
0.9565217391304348,0.9807692307692307,Random Forest
0.9565217391304348,1.0,Random Forest
1.0,1.0,Random Forest
0.0,0.0,Extra Trees
0.0,0.019230769230769232,Extra Trees
0.0,0.11538461538461539,Extra Trees
0.010869565217391304,0.11538461538461539,Extra Trees
0.010869565217391304,0.1346153846153846,Extra Trees
0.043478260869565216,0.1346153846153846,Extra Trees
0.043478260869565216,0.17307692307692307,Extra Trees
0.05434782608695652,0.17307692307692307,Extra Trees
0.05434782608695652,0.19230769230769232,Extra Trees
0.08695652173913043,0.19230769230769232,Extra Trees
0.08695652173913043,0.23076923076923078,Extra Trees
0.09782608695652174,0.23076923076923078,Extra Trees
0.09782608695652174,0.28846153846153844,Extra Trees
0.13043478260869565,0.28846153846153844,Extra Trees
0.13043478260869565,0.3269230769230769,Extra Trees
0.17391304347826086,0.3269230769230769,Extra Trees
0.17391304347826086,0.38461538461538464,Extra Trees
0.18478260869565216,0.38461538461538464,Extra Trees
0.18478260869565216,0.40384615384615385,Extra Trees
0.1956521739130435,0.40384615384615385,Extra Trees
0.1956521739130435,0.4230769230769231,Extra Trees
0.21739130434782608,0.4230769230769231,Extra Trees
0.21739130434782608,0.46153846153846156,Extra Trees
0.22826086956521738,0.46153846153846156,Extra Trees
0.22826086956521738,0.4807692307692308,Extra Trees
0.25,0.4807692307692308,Extra Trees
0.25,0.5,Extra Trees
0.2717391304347826,0.5,Extra Trees
0.2717391304347826,0.5192307692307693,Extra Trees
0.2826086956521739,0.5192307692307693,Extra Trees
0.2826086956521739,0.5576923076923077,Extra Trees
0.29347826086956524,0.5576923076923077,Extra Trees
0.29347826086956524,0.5961538461538461,Extra Trees
0.32608695652173914,0.5961538461538461,Extra Trees
0.32608695652173914,0.6153846153846154,Extra Trees
0.358695652173913,0.6153846153846154,Extra Trees
0.358695652173913,0.6346153846153846,Extra Trees
0.3695652173913043,0.6346153846153846,Extra Trees
0.3695652173913043,0.6730769230769231,Extra Trees
0.40217391304347827,0.6730769230769231,Extra Trees
0.40217391304347827,0.7115384615384616,Extra Trees
0.43478260869565216,0.7115384615384616,Extra Trees
0.43478260869565216,0.7307692307692307,Extra Trees
0.45652173913043476,0.7307692307692307,Extra Trees
0.45652173913043476,0.75,Extra Trees
0.5434782608695652,0.75,Extra Trees
0.5434782608695652,0.7884615384615384,Extra Trees
0.5543478260869565,0.7884615384615384,Extra Trees
0.5543478260869565,0.8076923076923077,Extra Trees
0.6847826086956522,0.8076923076923077,Extra Trees
0.6847826086956522,0.8269230769230769,Extra Trees
0.717391304347826,0.8269230769230769,Extra Trees
0.717391304347826,0.8653846153846154,Extra Trees
0.7608695652173914,0.8653846153846154,Extra Trees
0.7608695652173914,0.9038461538461539,Extra Trees
0.8152173913043478,0.9038461538461539,Extra Trees
0.8152173913043478,0.9423076923076923,Extra Trees
0.8478260869565217,0.9423076923076923,Extra Trees
0.8478260869565217,0.9615384615384616,Extra Trees
0.8804347826086957,0.9615384615384616,Extra Trees
0.8804347826086957,0.9807692307692307,Extra Trees
0.9021739130434783,0.9807692307692307,Extra Trees
0.9021739130434783,1.0,Extra Trees
1.0,1.0,Extra Trees
0.0,0.0,XGBoost
0.0,0.019230769230769232,XGBoost
0.0,0.057692307692307696,XGBoost
0.021739130434782608,0.057692307692307696,XGBoost
0.021739130434782608,0.11538461538461539,XGBoost
0.03260869565217391,0.11538461538461539,XGBoost
0.03260869565217391,0.1346153846153846,XGBoost
0.043478260869565216,0.1346153846153846,XGBoost
0.043478260869565216,0.19230769230769232,XGBoost
0.07608695652173914,0.19230769230769232,XGBoost
0.07608695652173914,0.25,XGBoost
